,talk_id,title,abstract,type,session
123,123,Plant DRIPS—Plant Drought Response and Insect Pollinator Studies: Plant- pollinator,"Interactions between plants and pollinators are of considerable importance to ecosystem health, global biodiversity, and human well-being. Declines in pollinators have been clearly identified with threats such as habitat loss and fragmentation due to urbanization, intensive agriculture, and climate change. In Texas, climate models suggest increased frequency and severity of drought, which can reduce wild floral resources in areas that are already limited by other factors in the landscape. Identifying plants that provide robust floral resources under environmental stressors can provide guidance on maintaining the integrity of ecosystem services provided in anthropogenic settings. The purpose of this study is to identify perennials that improve pollinator diversity and resource use under projected drought stress for North-Central Texas. We established 12 garden beds (2 m x 14 m) containing 20 species of drought-tolerant perennial plants commonly used in urban landscapes. We conducted weekly observations from May to November 2022 and recorded pollinator visitors during 1-minute observations at each plant. We sampled pollinator abundance in beds and an adjacent plot of native vegetation weekly using a vacuum sampler to obtain baseline community data. Extreme drought conditions persisted for the duration of the growing season and limited native floral resources. Our findings will aid in determining pollinator preference and resource use in urban settings where resources are limited due to drought and other forms of water stress, as well as promoting a suite of robust flowering perennials for consideration in restoration or conservation plantings.",poster,NA
124,124,Golden-cheeked Warbler Lidar Based Habitat Model Tested With Acoustic Recorders,"The golden-cheeked warbler (Setophaga chrysoparia) is a federally endangered avian species that breeds exclusively in Central Texas. The habitat for the golden-cheeked warbler (GCWA) has been studied extensively and is largely defined as having a closed canopy with a mixture of hardwoods and mature Ashe juniper. The Center for Environmental Management of Military Lands (CEMML) utilized LiDAR data from Joint Base San Antonio, Camp Bullis, Texas from 2020 to create a model of GCWA habitat on base. The final iteration of this model deemed some areas unsuitable based on patch size and distance from suitable habitat. Our study investigated the validity of these exclusions by using both acoustic recorders and traditional point count surveys to assess occupancy. Point counts were conducted during deployment and retrieval of the acoustic recorders at each site (n=33). Audio recorders found GCWA at 64% of the points, indicating that some of the model’s exclusions were inaccurate. Humans detected GCWA at only 12% of the points, suggesting that observer presence could be a limiting factor. Based on our findings the model requires modification to incorporate more GCWA habitat. Habitat is a critical factor for golden-cheeked warblers; refining the parameters of suitable habitat allows DoD natural resources personnel to improve management of military lands for both military training and these endangered species.",poster,NA
125,125,"Occupancy of eastern red bats across Texas, a species highly affected by wind energy","Increasing threats to bats, including the rapid and extensive development of wind energy facilities, call for investigating bat populations. The unintended consequence of wind energy on bat populations is of particular importance in Texas, the leading wind energy producer in the U.S. Wind energy affects many bat species, but three migratory tree-roosting bat species (Lasiurus borealis, L. cinereus, Lasionycteris noctivagans) have higher rates of documented fatalities at wind turbines, potentially causing population-level declines. Our objective was to illuminate variables that impact these species’ distribution and movement patterns across space and time. We placed 96 acoustic detectors across Texas, selecting sites according to the North American Bat protocol. We are collecting nightly acoustic calls for three years (2020–2023) and examining seasonal data from four, 4-day periods per year. To date, we have conducted singlespecies hierarchical occupancy models for 82 sites on L. borealis for summer (pre-volancy) 2021 with several weather covariates on the detection process and latitude, longitude, and elevation on the occupancy probability. We detected L. borealis at 48 of the 82 sites across Texas. Results indicate that detection probability increased with temperature and Julian date and decreased with elevation. As the project continues, we will assess the influence of landcover at multiple scales on distribution, migration, movement patterns, and community dynamics. This information can guide management practices such as wind energy siting, wind turbine curtailment, and implementation of ultrasonic acoustic deterrents.",poster,NA
126,126,Evaluation of South Texas Clay Loma Characteristics,"Clay lomas are a unique land feature found in only four counties along the southern coast of Texas. They have not been well-evaluated for plant diversity nor as a wildlife resource. The objective of this project is to quantitatively describe soils and vegetation of lomas. Using maps and descriptions provided by Texas Parks and Wildlife Department, we have identified potential loma sites throughout South Texas. We are selecting fifteen sites on various private and public properties to survey over the course of this study: East Foundation’s El Sauz ranch, NextDecade Rio Grande LNG, Laguna Atascosa National Wildlife Refuge, and the King Ranch Norias Division. Soil samples are collected every 10 meters along two transects on each loma, one aligned in the direction of the prevailing southeast wind and another perpendicular to it. In addition to traversing the loma, each transect extends 100 m from the loma’s edge on both ends. In each unique vegetation community on each loma, 5-m × 5-m plots are established for quantifying vegetation. Species frequency, cover, and density in plots are surveyed using 5 0.25m2 frames. With these data, lomas will be classified into one of three known loma types: Loma Evergreen Shrubland, Loma Deciduous Shrubland, or Loma Grassland. Additionally, previouslyunidentified loma classifications will be created when appropriate. Using soil, landform and vegetation data we will also be able to determine areas where new lomas may be identified. Our results will aid Texas Parks and Wildlife Department in creating conservation management plans for this rare landform.",poster,NA
127,127,Monitoring the Effects of Wildlife Crossings on Bobcat Range in South Texas,"Due to their large home ranges, bobcats (Lynx rufus) are highly susceptible to habitat fragmentation caused by roads. Larger roads serve as territorial boundaries, decreasing the size of their home range, and smaller roads serve as travel lanes and hunting grounds, increasing the risk of road mortality. When present, bobcats use wildlife crossing structures (WCS) to safely travel underneath roadways, decreasing the risk of road mortality. However, it is unclear how WCS affect the home ranges of bobcats living in habitats that are fragmented by roadways. To analyze the utility of WCS in connecting habitat fragmented by a road, bobcats in South Texas will be identified to individual to allow tracking of individual movement based on camera trap data along a roadway. Using camera data from nine WCS on Farm-to-Market Road 106 (FM 106) in Cameron County, Texas, as well as camera data from a study monitoring the habitat adjacent to FM 106, bobcats will be identified to individual to create a database of known bobcats captured by camera traps in these areas. Movement of known bobcats will be tracked and mapped using camera data from July 2021 to May 2022 to provide insight into the use of crossing structures by bobcat individuals present in the habitat near and adjacent to FM 106.",poster,NA
128,128,Examining the Implications of Arbuscular Mycorrhizal Fungi on Plant-Pollinator,"Global, long-term studies show a decline in pollinating insect abundance, floral resources, and available habitat for the past 40 years, prompting a need to improve conservation efforts for pollinator-plant relationships at local scales. These relationships are especially vulnerable in grassland ecosystems, which have experienced significant decline globally. Although primarily wind-pollinated, grass conservation is important for pollinator success because grass provides nesting structure, tolerates drought conditions, and grass pollen may provide a supplemental resource for pollinators when other floral resources are limited. Arbuscular mycorrhizal fungi (AMF) are associated with plant roots, uptaking nutrients and assist’s in priming plant’s for faster defense responses, thereby influencing components of plant reproduction. The purpose of our study is to assess the efficacy of AMF on pollinator communities associated with Texas grasslands by addressing the following objectives: (1) Quantify insect pollinator networks (alpha diversity, composition, and connectivity) associated with native and nonnative grasses, (2) Assess productivity and nutritive value of pollen from a suite of grass species, and (3) Determine the influence of AMF on insect behavior and floral traits. We will consider a complete randomized block design under twelve treatment combinations including mycorrhizal inoculum (soil either treated with mycorrhizae, no treatment, or fungicide), nutrient load, soil water availability to simulate drought, and X species of warm-season perennial grasses. We will sample soil characteristics, secondary metabolite production, pollen chemical composition, and insect pollinator frequency and diversity. We will provide a baseline for understanding aboveground-belowground trophic interactions to improve conservation on pollinating insects in grassland ecosystems.",poster,NA
129,129,Drought Conditions Associated with Available Habitat for Bison at Caprock Canyons,"To increase understanding of range management, it is often helpful to understand how current vegetation conditions have changed in the recent past. Texas Parks & Wildlife (TPWD) founded Caprock Canyon State Park (CCSP) outside of Quitaque, Texas in Briscoe County. In 1997, TPWD introduced 36 southern plains bison (Bison bison bison) to the park. There are currently approximately 350 bison in the 6,070-ha park. Our objective is to examine changes in vegetation since the bison introduction at CCSP to better understand changes over time in available habitat. We use 30-m spatial resolution Landsat imagery freely available in GloVis and USGS databases to obtain normalized difference vegetation index in March of 1991 and 2022. Preliminary analyses suggest a potential decline in vegetation between 1991 and 2009, therefore we are examining the hypothesis that this might be correlated with drought conditions in the area. We will obtain drought indices from the park to examine correlations with vegetation changes. This information will help CCSP biologists understand current habitat conditions and aid in their management plan for the park.",poster,NA
130,130,Effects of canopy cover on habitat and space use by coyotes and gray foxes along,"The coyote (Canis latrans) has become North America's most widespread canid, likely due to being a habitat generalist and able to live in close proximity to human settlement. Gray foxes (Urocyon cinereoargenteus) are widely distributed across North America. However, extensive analysis of the species' general ecology and population dynamics is lacking. My study aims to increase the fundamental understanding of gray fox habitat use and species occurrence, as well as examine how coyotes have expanded their niche to utilize both the forested and human-altered landscapes that vastly contrast with their historical habitat of open plains and prairies. My research will consist of a two-part camera trapping study with canopy cover and impervious surface as predictors of coyote and gray fox occurrence throughout the United States. Part I of my project will emphasize a nationwide study on an urban-rural gradient. Part II will focus on a local analysis of occurrence using data from the greater Austin, Texas, area. Data on species occurrence will be obtained from camera traps deployed by various wildlife monitoring programs across the United States. In ArcGIS, buffer zones at 300, 600, and 1200 m will be established at each camera location, and mean percent canopy cover and impervious surface will be obtained from the National Land Cover Database at each buffer zone. Using the mean percent canopy cover and impervious surface for each buffer zone at each camera location will allow for an analysis of how each of those variables affects the occurrence of coyotes and gray foxes.",poster,NA
131,131,Wild Turkey Response to Mega-Wildfire in South Texas,"The wild turkey (Meleagris gallopavo) is a key gamebird species to the Texas wildlife community that has an important ecological role in insect and native seed consumption and as part of the native food chain. In March 2022, a mega-wildfire impacted Kleberg County and burned over 200 square kilometers of rangeland. One of the major factors causing the fire to become so large was increased fuel loads from expanding vegetation growth during the higher rainfall periods in 2020 directly followed by drought conditions in 2021. Our objectives are to develop spatio-temporal approaches to assess changes in occupancy, detection, and abundance of wild turkeys after a large-scale fire and use thermal videography to assess wild turkey abundance using drones. To achieve these objectives, we are deploying 80 camera traps across four 10 km transects on the King Ranch that cover both unburned and burned sections of rangeland as well as the fire front itself. Each transect will be broken into twenty 500-m sampling units with one camera trap randomly placed within each. Once data is collected and sorted, we will use a multistate multi-season occupancy framework to examine our research objectives. Using the data from the camera traps and information from King Ranch personnel we will select locations of sites where turkeys may be roosting, and we will conduct night surveys using thermal sensors mounted on drones. These results will provide critical information on how mega-wildfires influence the occupancy, detection, and abundance of wild turkeys and aid in the development of future post-wildfire management techniques.",poster,NA
132,132,Disease and Disturbance: Understanding the relationship between large-scale habitat,"Chronic wasting disease (CWD) is a fatal, neurodegenerative prion disease that affects cervids. Genetic research suggests that amino acid substitutions at the prion protein gene (PRNP) site can result in reduced prevalence of CWD. In elk (Cervus canadensis), the M132 allele is associated with high CWD prevalence or susceptibility. Transmission of the prion occurs through direct contact with fluids (blood, saliva, or feces) of an infected animal with higher transmission expected in more social species. Prions can also exist in a bioavailable state for years in the environment, with clay soils in particular, associated with increased CWD prevalence. Industrial landscape disturbance such as mining and gas development alter geochemical soil properties, and may result in landscape characteristics that increase the prevalence of environmental CWD. We discuss the relationship between industrial landscape disturbance and CWD in North America, and use behavioral and genetic data from a freeranging population of elk in Kentucky as a case study. 298 elk were sampled from 2011 to 2014, direct observations were conducted, and PRNP was sequenced. 79.12% (235/298) of sampled individuals were homozygous M132 suggesting increased susceptibility to CWD, although behavioral data suggests little transmission potential. Reclaimed mines and other development sites serve as habitat for a variety of cervids in North America. Industrial development is booming particularly in Texas, and our understanding of the relationship between these disturbances, CWD ecology and management represents gaps in our knowledge. These disturbances are important factors to consider in managing CWD over the short and long-term.",poster,NA
133,133,Using a ground-nesting bird to model variability in scale of effect in heterogeneous,"All organisms exist in heterogeneous landscapes, functioning across multiple scales that may be context specific. The scale of effect refers to the spatial scale at which a landscape has the strongest impact on an organism’s response, and organisms are expected to have disparate responses across spatio-temporal scales. Understanding the variability in scale of effect is of particular importance in human-altered landscapes, where anthropogenic impacts may affect organisms in unpredictable ways by altering functional heterogeneity. Humans have greatly altered shrubland and grassland ecosystems through land use change, fire suppression, and brush management practices. These impacts are of particular concern to ground-nesting birds, whose reproductive success is highly dependent on landscape configuration. The scaled quail (Callipepla squamata) inhabits arid and semiarid ecosystems that exhibit spatio-temporal variability in heterogeneity, partially driven by variability in annual climatic conditions. They have experienced recent range-wide declines, and drivers of this decline remain largely unexplained. In this study, we will use scaled quail nests as a model to analyze how variation in scale of effect is driven by annual variation in landscape context. We will aggregate scaled quail nest locations across four states and two decades to assess variation in scale of effect in relation to annual landscape dynamics and climatic variability determined from the Rangeland Analysis Platform. Results will illustrate intraspecific space-time dynamics of scale of effect within inherently heterogeneous landscapes.",poster,NA
134,134,Sand Shinnery Oak Prairie Ecoregion Plant Community Composition Response to,"Wildfires and grazing by free-ranging herbivores historically directed plant community composition and created mosaics of habitats at scales that met the annual lifecycle needs of several species in the Southern Great Plains. Anthropogenic alteration of natural disturbances through continuous domestic livestock grazing regimes, fire suppression, row-crop agricultural, energy development, urban expansion, coupled with natural influences such as severe droughts, have severely altered plant communities in the Southern Great Plains. These alterations have greatly reduced available critical habitats required to meet the annual lifecycle needs of lesser prairie-chicken (Tympanuchus pallidicinctus; LEPC) populations, which have resulted in drastic LEPC population declines. Prescribed fire has been used with success in a variety of landscapes to direct plant community structure and species composition. However, quantification of vegetation response to prescribed-fire regimes and post-fire rest cycles in the Sand Shinnery Oak (Quercus havardii) Prairie Ecoregion (SSOP) is limited. Dominant vegetation composition in the SSOP consists of sand shinnery oak, sand sagebrush (Artemisia filifola), and tall, mixed, and shortgrass assemblages. Understanding vegetation community response to prescribed fire and post-fire rest regimes can assist in more efficiently and effectively managing areas of SSOP. Our study area was located on an Area of Critical Environmental Concern in Chaves County, New Mexico, managed for LEPC by the Bureau of Land Management. We surveyed plant community response to 5 spring prescribed-fire treatments, performed 2016 – 2021 by the BLM, using point-step transects (n = 385), identifying vegetation to species at points ~2 m apart along ~500-m transects.",poster,NA
135,135,Influence of Pesticides on Avian Malaria Prevalence,"In recent years, anthropogenic impacts, such as extensive agriculture practices, have contributed to an accelerated decline in wildlife populations (Maxwell et al. 2016). Transmitted via Haemosporidian parasites, avian malaria requires an arthropod vector and can cause varying degrees of complications ranging from lower reproductive success (Knowles, Palinauskas, and Sheldon 2009) to extinction of naive species (Warner 1968). Avian malaria is a persistent threat with the global average infection probability of wild birds over 10% for three of the four haemosporidian parasite genera (Fecchio et al. 2021). We hypothesized that birds exposed to pesticides (cotton production areas) will have a higher prevalence of malaria infections than will birds from non-exposed areas. We present data on the relationship between foraging guilds and the prevalence of avian malaria in areas of high pesticide usage (two sites) versus areas of zero pesticide usage (three sites) in samples taken from Texas birds. We used the polymerase chain reaction (PCR) with three primer sets, targeting the mitochondrial cytochrome-b gene, to determine whether samples were positive for malaria. Samples (n= 151) came from four orders of birds: Columbiformes, Galliformes, Piciformes, and Passeriformes. Samples were separated into two categories: dietary niche and cotton exposure levels (exposed or unexposed). Within the diet category, birds were classified as either insectivorous or granivorous.",poster,NA
136,136,Cattle and Quail: An Adaptive Management Strategy for Livestock Grazing as a Quail,"Land management decisions, including the decision to do nothing, shape wildlife habitats. Chronic overgrazing of rangelands is detrimental to rangeland health and wildlife species, including quail that compete with grazers for screening and nesting cover. However, resting rangelands that evolved with grazers for extended periods of time can also be detrimental by decreasing species richness, increasing bare ground, and proliferating undesirable vegetation. Moderate grazing with domestic livestock improves ecological function of rangelands and is often used as a tool prescribed to mimic natural disturbance patterns. We will use an adaptive management framework to evaluate the long-term habitat effects of integrating a lightly stocked, rotational grazing program with quail management practices. The Rolling Plains Quail Research Ranch includes approximately 1900 ha of rangeland managed exclusively for quail that has not been grazed by livestock in the previous 10 years. Prior to the reintroduction of cattle, we will establish 45 25-m2 permanent grazing exclosures and 45 paired, grazed locations within 50 m of each exclosure. We will monitor changes in forage production (lbs/ha), bare ground, and species richness and compare to our control pastures. These data will be compared to guide decisions on the stocking rate and frequency of grazing each pasture. We will record weather data, other influential management actions, and revenues and costs of grazing. We anticipate that the results will demonstrate a trend toward an improved habitat and an example for quail managers to implement grazing on their properties.",poster,NA
137,137,Prevalence of the Raccoon Roundworm (Baylisascaris procyonis) in Panhandle and,"The raccoon roundworm (Baylisascaris procyonis) is a parasitic nematode, found ubiquitously in the small intestine of common raccoons (Procyon lotor). With rapid urbanization statewide and the subsequent increased human and wildlife interactions, the raccoon roundworm is a growing One Health concern. B. procyonis is a rare, but considered very serious, cause of neurologic and ocular disease in humans. Human infection is more likely to occur when human and wildlife landscape use is overlapped. A previous study conducted in Southern and Central Texas found 5.4% prevalence among raccoons. The objective of this project is to quantify the prevalence of B. procyonis in Texas raccoons with special attention to the West and Panhandle regions for which there is virtually no surveillance or epidemiological data. For this project we will collect and evaluate fecal and gastrointestinal (GI) tract samples from raccoons for presence of B. procyonis. Raccoon carcasses will be collected from municipal animal control offices, picking up recently killed (24hr) hit-by-vehicle animals, and hunter-eliminated animals. Fecal samples will be collected from necropsied raccoons and from collaborators with access to fresh raccoon feces. All fecal samples will be examined for presence of B. procyoniseggs and GI tract samples will be examined for presence of adult worms. Fecal samples less than 2g will be processed using the fecal sedimentation method. Samples weighing 2g or more will be processed using both Sheather’s Sugar and zinc sulfate flotation methods.",poster,NA
138,138,A novel method on acoustic signal determination for bird conservation using publicly,"Agriculture and grazing practices have been shown to reduce wildlife diversity by >18% and abundance by >50%. However, the variability of biodiversity impacts is high and likely linked to the specific grazing practices utilized. We measured bird diversity across four ranches in northeastern Texas that each had a different ranch management tenure and stocking rates. To do this we paired line transect surveys with a novel acoustical monitoring approach to test the efficacy of the Merlin Bird ID app’s ability to correctly identify bird richness at a site. Previous acoustic monitoring methods have sought to use machine learning algorithms to identify key focal species. However, this approach can ignore the vast majority of species data available when deploying acoustic monitors. We used the AI in the Merlin Bird ID app with acoustic data that we collected in the field. We then tested the accuracy of bird richness and rarity metrics collected and compared it with line transect surveys that co-occurred at each survey location. Using this acoustic monitoring protocol, we detected 9 species of bird acoustically, and 9 species of birds during the line transect. The acoustic data identified the presence of 3 additional species not observed during transect surveys. In addition, we found that the app had an accuracy of identification of total bird richness and rarity >75% with a false positive rate correctable to <1%. This approach should be useful to future researchers wishing to operationalize acoustic monitors without needing sophisticated, high-end supercomputing resources or training algorithms.",poster,NA
139,139,The cost of a bun in the oven: using new technology to uncover the role of pregnancy,"Reproduction is typically the most demanding period of a mammal’s life cycle, with late gestation and lactation dramatically increasing energetic demand and fasting metabolic rate. This increase in metabolism creates higher heat loads that may negatively affect the condition and health of the female and her offspring. Additionally, reproduction also affects a mammal’s ability to thermoregulate and mitigate external heat stress. Determining the physiological cost of high environmental temperatures during reproductive periods is key to understanding the possible limits of thermoregulation. Vaginal implant transmitters (VITs) are commonly used for locating white-tailed deer (Odocoileus virginianus) birth sites and fawns. We retrofitted VITs with biologging technology including a temperature sensor and data logger to collect high resolution internal temperature data. We collected local environmental temperature data using black-body globes, which account for the influence of solar radiation on ambient temperature. We tested the hypothesis that pregnancy, time of day, and environmental temperatures would influence the internal temperature of white-tailed deer. We analyzed the internal temperature of seven unbred and three bred female deer from March to September 2022. We observed environmental temperatures ranging from -1 to 50°C, and internal temperatures of 33.5-42.5°C. We observed interactive effects of time of day, environmental temperature, and reproductive status on internal temperature. Greatest internal body temperatures occurred in bred females, during the day, at high environmental temperatures. Our approach of integrating novel technology to monitor both environmental temperature and internal body temperature revealed the effects of pregnancy on thermoregulation. Student Poster Removal and Professional Poster Set-up Professional Poster Session",poster,NA
140,140,Northern Bobwhite Covey Locations on Fed and Unfed Ranches in South Texas,"Supplemental feeding is a common management strategy practiced by landowners and hunters for northern bobwhites (Colinus virginianus). In South Texas, most ranches begin feeding in early December at the onset of hunting season. The practice is believed to improve hunting efficiency by decreasing the distance coveys are found from access roads and concentrating bobwhites in areas of lower brush density. In 2021, the East Foundation began a research project to investigate the effects of supplemental feed on bobwhite populations. We designated a 2,111-ha fed site in Jim Hogg County along with 2 unfed sites, a 6,118-ha site in Jim Hogg County and a 2,853-ha site in Kenedy County. We distributed grain sorghum weekly along access roads (i.e., quail lanes) on the fed site by spot-feeding at a rate of 19.4 kg/km. We documented covey locations during the 2021–2022 quail hunting season on all 3 sites using the CoveyIQ mobile application. The mean distance of hunter-covey encounters from access roads was 21.0 ± 1.4-meters on the fed site and 56.9 ± 2.2-meters on the unfed sites. The mean brush canopy coverage of covey encounters (~50 m radius) was 16.7 ± 0.3% on the fed site and 14.1 ± 0.3% on unfed sites. According to our findings, supplemental feeding decreases the distance of covey-encounter locations from access roads but does not concentrate coveys in areas of lower brush densities. We recommend that landowners and hunters consider the use of supplemental feeding when the management objective is to improve hunting efficiency.",poster,NA
141,141,Environmental Conditions and the Efficiency of Northern Bobwhite Hunts in South,"Environmental conditions have a direct impact on the behavioral patterns of northern bobwhites (Colinus virginianus). In South Texas, environmental conditions vary considerably throughout the seasons. Three of the environmental factors believed to affect bobwhite hunts are temperature, wind speed, and relative humidity. Managers often schedule hunting trips according to the perceived optimal ranges of these factors, attempting to increase hunting efficiency (i.e., coveys/hour). During the 2021–2022 Texas quail hunting season, we recorded the key environmental factors along with the hunting efficiency of 176 quail hunts. The hunts took place on East Foundation properties located in Jim Hogg and Kenedy Counties, Texas. Hunts began on 6 November 2021 and concluded on 26 February 2022. We found the mean hunting efficiency during 514.9 hours of hunting to be 3.1 ± 0.11 SE coveys per hour (range = 0.7–13.7). The mean daily temperature of hunts ranged between 4.4º and 26.6º C, relative humidity ranged between 26% and 95%, and windspeed ranged between 7 and 36 mph. We found no significant correlations (P ≤ 0.05) with the environmental conditions we measured, despite dramatic differences in mean daily temperatures, relative humidity, and wind speeds. We assume the lack of significance is due to hourly variations in environmental factors and logistical limitations regarding the total amount of coveys that can be found and hunted per hour. According to our findings, hunters can expect hunting efficiency and harvest to remain constant within the daily ranges of environmental conditions typical for South Texas.",poster,NA
142,142,Correlating Density Surface Models with Trapping Success of Northern Bobwhites,"A growing trend in wildlife research is the use of spatially explicit models to estimate the densities of wildlife species, such as density surface modeling and occupancy modeling. One potential use for these models is to focus trapping efforts on areas that are predicted to have higher densities of target species to increase trapping efficiency (i.e., captures per trap hour). Trapping efficiency is often a critical factor of research efforts due to resource limitations (e.g., manpower, vehicles, equipment). To determine whether densities from spatially explicit models can be used to increase trapping efficiency, we have correlated the outcomes of northern bobwhite (Colinus virginianus) trapping efforts with density estimates from density surface models. The research took place on the East Foundation’s San Antonio Viejo Ranch located in Jim Hogg County, Texas. The distance sampling survey used to construct the density surface model was conducted on 5 November 2019, and trapping occurred between 13 December 2019 and 9 January 2020. Northern bobwhites were trapped using standard funnel traps baited with grain sorghum. Trained researchers would check traps every 3 hours, documenting when northern bobwhites were captured and whether traps were disturbed by non-target species. We did not find a significant correlation (P≤0.05) between trapping success and bobwhite densities, but these results may be influenced by our sample size. We will include the 2020–2021, 2021– 2022, and 2022–2023 data sets in our final analysis and make determinations regarding the use of spatially explicit models with targeted trapping efforts.",poster,NA
143,143,Monitoring the Prevalence of Eyeworms in South Texas Bobwhites,"The increase of eyeworms (Oxyspirura petrowi) in northern bobwhites (Colinus virginianus; hereafter, bobwhite) is speculated to be a factor in the decline of bobwhite populations in the Rolling Plains Ecoregion of Texas over the last century. Where eyeworm prevalence in the Rolling plains is estimated to be over 40%, researchers in the South Texas Plains have observed eyeworms in less than 10% of the samples collected. Monitoring eyeworm prevalence so it does not become an increasing concern is important to the conservation of bobwhites in South Texas. In this study, we investigated eyeworm prevalence in bobwhites in South Texas via necropsy of hunter-harvested quail from East Foundation ranches in Jim Hogg and Kenedy Counties, Texas. Bobwhite heads were collected during a large-scale harvest study from 2019–2022. Complete necropsies (eyelids, nictitating membrane, lacrimal ducts, lacrimal glands, and Harderian glands) were conducted on 406 bobwhite heads in South Texas to identify eyeworm prevalence in the area. There is a suspected correlation between the age and the prevalence of eyeworms, therefore, samples consisted of both adult (n =89) and juvenile (n = 317) bobwhites. We did not find any evidence of eyeworms in the sample of bobwhites. Continuous monitoring of eyeworms and other potentially pathogenic diseases in bobwhites across Texas helps keep the hunting and research community up to date on the changing conditions of an economically important game species. For this reason, we will continue to necropsy bobwhite heads on East Foundation ranches throughout each harvest season.",poster,NA
144,144,Prescribed Fire Effects on Northern Bobwhite Nest Site Selection and Survival,"Research in mesic environments has shown northern bobwhite (Colinus virginianus; hereafter, bobwhite) require biennial prescribed fire to create and maintain habitat in optimal seral communities for survival and reproduction. However, there is a lack of data on the relationship between fire, nest site selection, and nest survival in arid environments, such as the Southern Great Plains, where frequent drought may often delay vegetative response following fire. Lack of quick regrowth could reduce usable space and-or reduce survivability of nests lacking concealment in areas burned but not sufficiently recovered. Our goal is to evaluate nest site selection and nest survival as they relate to prescribed fire to refine management recommendations on the scale and timing of burns in arid regions managed for bobwhite. We will integrate a long term (2010-2022) nest survival (n = 472 nests) and location dataset with past prescribed fire application (1,476 ha) on the Rolling Plains Quail Research Ranch in Fisher County, TX, USA. We will estimate nest site selection and nest survival as a function of proportion of burn surrounding nest, time since burn, and drought intensity. We expect nest survival to be lower for nests surrounded by large areas burned in the current year due to lack of concealment and heightened predation risks. However, we suspect the probability of use of these areas will be lower than areas without fire, especially during below-average rainfall conditions. This research will result in refined prescribed fire prescriptions to enhance reproductive conditions for bobwhite in arid regions.",poster,NA
145,145,Herbicide Resources For Wildlife Biologists,"Abstract: When is it appropriate to use an herbicide in wildlife habitat management? Are the problematic plants resprouting brush or perennial weed species? What herbicides are available? What is the difference between suppression and control? These are some of the questions facing wildlife biologists working on wildlife management areas, national wildlife refuges, and private lands. Luckily there are many sources of information available to answer these questions and many others regarding using herbicides. Novice and veteran wildlife biologists need to become more familiar with using herbicides as a tool for managing wildlife habitats and giving science-based advice to private landowners. Our poster will define common terms associated with herbicide use and identify sources of information when using herbicides for wildlife habitat management.",poster,NA
146,146,Improving detectability of the Tamaulipan Spot-tailed Earless Lizard at Laughlin AFB,"A robust population of the Tamaulipan Spot-tailed Earless Lizard (Holbrookia subcaudalis) persists on the airfield at Laughlin Air Force Base, where up to 375 pilots receive flight training annually. The airfield habitat management designed to support this flight training mission is also beneficial to this species, which is being considered for listing under the Endangered Species Act. Intensive radio-telemetry research in 2017 yielded high numbers of H. subcaudalis at LAFB. Since then, monthly monitoring surveys in the same area yielded far fewer individuals than expected, although we have no reason to suspect a reduction in population. This suggests these monitoring surveys are better at detecting presence than estimating abundance for H. subcaudalis. To improve surveys for abundance estimation, we tested different survey approaches for detecting H. subcaudalis at LAFB by simultaneously employing walking and driving surveys in areas where lizards were fit with radio-telemetry tags. We examined variation in detection success across survey months and times, survey type, and weather conditions. We detected 151 H. subcaudalis on the airfield during April-August 2022, and captured and marked 73 individuals (24 females, 48 males; 51 adults, 22 juveniles). We detected five times as many H. subcaudalis during driving surveys compared to walking surveys, and we detected more H. subcaudalis during sunny afternoons (1600-1800 h) in April-May, with temperatures >30°C. Our research results refine survey approaches for H. subcaudalis at LAFB and potentially other populations of the species range-wide.",poster,NA
147,147,"Effects of Range Management on the Plateau Spot-tailed Earless Lizard, Year 1 Results","The plateau spot-tailed earless lizard (Holbrookia lacerata) is endemic to Central Texas semi-desert grasslands of the Edwards Plateau. The species is undergoing a status review for federal listing in the U.S. due to perceived population declines across much of its range. Previous research on H. lacerata microhabitat showed they are most often found on bare ground and less likely to be found in brushy areas. Range management practices such as grazing and prescribed fire can produce landscape mosaics with more frequent patches of bare ground which in turn may be better habitat for H. lacerata. We are using the long-term control, grazing and fire management treatments at Sonora’s Texas A&M AgriLife Research Station in northwestern Edwards County to discern which management practices benefit H. lacerata. These treatments reflect range management practices already being implemented in the region, meaning that results from this study can be transferred directly into conservation actions to benefit the species. We have completed the first of 3 survey years for H. lacerata using a stratified random sampling design with 34 0.8-ha circular survey plots across the control, experimental grazing and fire treatments on the property. We found 7 H. lacerata during surveys in the plots and 6 H. lacerata opportunistically. Holbrookia lacerata were found primarily in burned (n=4), grazed (n=3) and burned and grazed areas (n=5), but only one was found (opportunistically) in the control areas. While preliminary results are consistent with expectations for this species, we look forward to continuing surveys in 2023-24.",poster,NA
