talk_id,title,abstract,type,session,year,...1
180,Evaluating Avian Community Response to Spatial Regime Shifts in the Tamaulipan Biotic Province,"Abstract: Regime shifts are characterized by a sudden, persistent change in ecosystem structure and function, which is difficult to reverse and can alter the provision of ecosystem services. In South Texas, the Tamaulipan Biotic Province has undergone abrupt changes, driven by land-use change, brush management, and introduction of invasive grasses. The Tamaulipan thornscrub has shifted into an alternative stable state, with reduced shrub diversity and a dense understory of invasive grasses. Native shrubland obligates, such as chestnut-bellied scaled quail (Callipepla squamata castanogastris; hereafter “scaled quail”), are vulnerable to these changes as they rely on thornscrub. We evaluated the impacts of spatial regime shifts on the distribution of scaled quail and the associated avian community across 19 counties in South Texas. Using data from the Rangeland Analysis Platform, we identified 3 disturbance categories: high, medium, and low indicative of state transitions within this region. Classifications were based on covariance values between woody and herbaceous cover, where negative covariance indicated greater disturbances. From May-July 2024, we conducted 1,010-point counts and recorded 111 species. Medium disturbance areas had the highest species richness (93 species), compared to high (85) and low (86). While alpha diversity was consistent across categories, beta diversity was greatest with medium disturbance (0.644), suggesting moderate disturbances may create vegetation conditions that support diverse avian communities. Scaled quail detection rates were notably low (0.02%), underscoring challenges in monitoring this species. Understanding spatial regime dynamics and avian community patterns is crucial for addressing landscape-scale changes and developing conservation strategies for shrubland- dependent species.",poster,Professional Poster Session,2025,NA
181,Nocturnal vs Diurnal Use of Riparian Areas by Feral Pigs in North-central Texas,"Abstract: Feral pigs (Sus scrofa) are widespread invasive ecosystem engineers whose behavior can result in significant damage to valuable landscapes, such as riparian areas. Feral pig activity may vary daily and across seasons. Our study area is part of an on-going restoration site in Palo Pinto Mountains State Park that will soon open to the public. Understanding feral pig activity patterns could assist with future management of the riparian areas and the species. Our study investigated feral pig daily activity patterns by season in riparian areas in the Western Cross Timbers ecoregion in north- central Texas. We used 20 game cameras placed at 250 m intervals from January 2022 to July 2024 to monitor feral pig activity. We positioned each camera 51 cm above the ground and used 24 h motion detection with a 1 min delay. We obtained approximately 8,000 detections of feral pigs in our study area. We will use Timelapse 2.0 to analyze images, and overlap and kernel density packages in R statistical software, to examine daily activity patterns and how they change with seasons. We hope to increase our understanding of feral pig behavior to assist with future conservation initiatives for maintaining a balanced, healthy ecosystem within Palo Pinto Mountains State Park.",poster,Professional Poster Session,2025,NA
182,"Arthropod Response to Grazing of Southern Plains Bison at Caprock Canyons State Park, Texas","Abstract: In 1997, Texas Parks and Wildlife Department (TPWD) relocated 36 Southern Plains bison (Bison bison bison) to Caprock Canyons State Park (6,070-ha) in Briscoe County, Texas. In 2011, TPWD released another 80 captive bison and present- day estimates are approximately 250 bison in the park. For management of the herd and the ecosystem, it is important to understand the impact, if any, bison have on vegetation and arthropods. Our objective was to determine how bison grazing impacts the diversity and abundance of arthropods. In summer 2018, TPWD established 18, 3x3-m2 grazing-exclusion plots. Monthly from September 2020 to August 2022, we surveyed vegetation and arthropods within each exclusion plot paired with an adjacent grazed plot 30-m away. At each grazed and non-grazed plot, we deployed one pitfall trap (0.27-L cup) and one bee bowl trap (0.53-L cup). We randomly selected the color of the bee-bowl trap (i.e., fluorescent yellow, white, or blue) because of arthropod color preferences. We baited both trap types with ethylene glycol and deployed traps for 24 hours. We identified arthropods to the ordinal level (Diptera, Hymenoptera, Lepidoptera, Orthoptera, Coleoptera, Araneae, and Other). Preliminary investigations of our data suggest that grouping at the order level likely masked interactions among arthropods, vegetation, and southern plains bison. For future studies, we propose identification of arthropods to lower taxonomic resolutions to improve identification of interactions. We hope to encourage additional metrics of biodiversity monitoring for arthropods at local scales to improve conservation efforts.",poster,Professional Poster Session,2025,NA
183,Survival of the Generalist? A Comparison of Kitten Survival and Reproduction in Bobcats and Ocelots,"Abstract: Estimating reproductive rates is critical to understanding population dynamics. Where generalist and specialist species are sympatric, competition may limit access to resources. This may lead to temporal and/or spatial segregation of denning sites or timing of reproductive events. Bobcats (Lynx rufus) are resource generalists and federally listed ocelots (Leopardus pardalis) are dense canopy specialists in the northern part of their range. Both species are similar-sized, sympatric felids that likely partition resources to maximize individual- and population-level fitness. Our proposed research will assess: (1) first-year survival of bobcats and ocelots in South Texas; (2) timing and frequency of reproductive events; and (3) contrasting bobcat and ocelot den site selection. Survival data will be collected from expandable VHF collars on kittens and analyzed in a known-fate Bayesian framework. Multivariate linear regression and resource selection functions will be used to assess what factors affect reproductive timing/frequency and den site selection, respectively. We predict that, in both species, (1) mother's age and previous experience will affect kitten survival; (2) time of year, monthly rainfall, and vegetation cover will impact reproductive timing and frequency; and (3) patch configuration, vegetation composition, and distance from roads will influence den establishment. We predict that bobcats will generally select den sites with less dense vertical cover compared to ocelots. Insights into reproduction of these two species will elucidate resource partitioning between two sympatric carnivores, and will ultimately inform models of population dynamics to guide ocelot recovery in the United States.",poster,Professional Poster Session,2025,NA
184,Seasonal Abundance and Site Use of Three Waterfowl Species in North- central Texas,"Abstract: Numerous studies have been conducted to enhance land management strategies to support waterfowl populations; however, minimal research has focused on monitoring waterfowl migration patterns within the Cross Timbers ecoregion. Palo Pinto Mountains State Park is within the Cross Timbers ecoregion and hosts multiple bodies of water including stock tanks, intermittent rivers, and ephemeral streams that are used by various waterfowl during wintering. Our study aims to investigate how waterfowl species overlap in water resource use through seasonal activity patterns, abundance, and site use of stock tanks and streams within Palo Pinto Mountains State Park. We focus on three of the most observed ducks: American wigeon (Mareca americana), gadwall (m. strepera), and ring-necked ducks (Aythya collaris). To address our aim, we will identify arrival and departure timing, fluctuations in species abundance across the season, and how the three species might be partitioning use of the area through preferences for sites or variations in activity. We placed 3 24-hr motion-activated, infrared game cameras at each of 2 stock tanks, and 10 cameras distributed at intervals 150–200 m apart along the stream in 2023 and 2024. Additionally, we conduct in- person waterfowl surveys twice a month from fall to spring 2022–2024. Implications of this study will further our understanding of seasonal and wintering habitat use and activity within a predominantly hardwood, riparian ecosystem in north-central Texas.",poster,Professional Poster Session,2025,NA
185,Evaluating Efficacy of Pollinator Sampling Techniques for Comparison with Novel Molecular Methods: Preliminary Findings,"Abstract: Pollinators provide vital ecosystem services which are imperiled by increasing rates in pollinator decline. Efforts to effectively monitor pollinator health and diversity are becoming increasingly important factors in local conservation efforts. As part of a project testing the efficacy of a novel method of pollinator monitoring, which will use environmental DNA (eDNA) to determine presence and abundance of the rare variable cuckoo bumble bee (Bombus variabilis), and its host the American bumble bee (B. pensylvanicus), we are conducting traditional methods of monitoring across the state of Texas as a point of comparison. We will collect data throughout the growing seasons (spring to fall) 2024-2026 in sites that align with the historical distribution of the two species. We established 14 study clusters (150-km radius) comprising of state parks, natural areas, and wildlife management areas across Texas. In each cluster, we will run 30-m transects and sample vegetation and pollinators within 3 0.5 m2 quadrats every 10 m along the transects. We will sample plant species richness, height, and horizontal canopy cover within each quadrat. Additionally, we will sample pollinators along transects using an insect vacuum. We will combine our eDNA surveys with knowledge of flora from the transects to elucidate plant-pollinator interactions occurring across the state of Texas. This information will also provide insight into the integrity of ecosystem service across the state, as well as demonstrating the advantages and limitations of the novel eDNA to monitor for rare or cryptic pollinators in Texas.",poster,Professional Poster Session,2025,NA
186,Microbiome and Virome of Ocelots in South Texas: Insights into Population Health,"Abstract: The ocelot (Leopardus pardalis), an endangered mesocarnivore in South Texas, is limited to two relatively small and geographically disparate populations that are susceptible to stochastic events, including disease outbreaks. Understanding disease dynamics, including identifying pathogens of concern and factors that influence host susceptibility, is critical for conserving this species. Studying the microbiome (diversity of microorganisms) and virome (diversity of viruses) of ocelots can provide valuable insights into ocelot health and resilience against disease. The gastrointestinal microbiome plays a vital role in immunity, digestion, metabolism, and resistance to infections. Disruptions to the microbiome–which may be caused by stress, environmental changes, or pathogen exposure–can influence immune response and susceptibility to infection. The virome allows for the identification of viruses present in ocelot populations, whether harmful or benign. Describing the virome will allow for the identification of emerging diseases that could threaten ocelots, as well as other wildlife, domestic animals, and humans, in the region. We propose using next-generation sequencing of blood and semen samples to describe the gastrointestinal microbiome and virome of ocelots from South Texas rangelands related to host and demographic factors such as body condition, disease status, age and sex, and ecological factors such as density of other species in the habitat. Our findings will provide detailed knowledge of host-pathogen interactions in order to design effective management and conservation strategies for the prevention of infectious disease outbreaks.",poster,Professional Poster Session,2025,NA
187,Genetic Evaluation of Texas Nilgai: Understanding Their Origins and Effects of Introduction,"Abstract: Nilgai antelope (Boselaphus tragocamelus), commonly known as blue bull, are native to India. Nilgai were introduced to South Texas in the 1930s and now have a free-ranging population exceeding 30,000, forming a significant presence in the region. Despite their numbers and popularity as a game animal, little is known about their ecological role or genetic diversity, complicating effective management strategies. The primary goal of this study is to trace the geographic origins of the Texas nilgai population and understand how they were introduced. The study has three main objectives: (1) trace the population's origins, (2) assess genetic diversity to evaluate potential genetic bottlenecks and drift, and (3) examine genetic variation to assess disease risk. DNA samples were collected from hunter-harvested nilgai throughout South Texas, focusing on sequencing mtDNA cytochrome b and nuclear prion protein genes. Genetic diversity will be analyzed and compared to publicly available DNA sequence data to identify the origin of founding stocks and variations in the prion protein gene that may indicate susceptibility to prion diseases like chronic wasting disease. The study also raises awareness of the effects of introducing exotic species, even in small numbers, and how they can alter local ecosystems. Using the Texas nilgai as an example, the research highlights how such introductions can lead to rapid population growth, affecting local wildlife, agriculture, and biodiversity. Understanding their genetic diversity will guide more informed management strategies and contribute to broader discussions on non-native species' impacts.",poster,Professional Poster Session,2025,NA
188,Examining Floral Rewards and Insects Pollinator Behavior in Reponse to Drought in North-central Texas,"Abstract: Global plant and insect diversity is in decline; climate change, urbanization, and habitat loss are among the factors contributing to this decline. In Texas, current climate projections suggest the arid line shifting eastward to the Dallas-Fort Worth metroplex by 2050, as well as increased frequency and severity of drought. Drought may have negative effects on the quality, quantity, and availability of floral rewards, influencing insect pollinators’ behavior; this encourages a need to incorporate drought- tolerant plants into urban and natural environments as a strategy to conserve insect pollinators. We seek to examine differences in floral rewards (nectar) and insect pollinator response to drought-tolerant plants under different water deficits as a simulation of drought. Our study will be a two-factorial garden experiment arranged in a randomized complete split-block design with irrigation (Factor 1) imposed as a split plot while plant species (Factor 2) are randomized within blocks (three replicates each) to account for soil differences. We will measure the response of floral rewards (nectar production, nectar volume, nectar concentration, and nectar sugar content), and insect pollinators’ abundance, richness, plant preference, and flower visitation throughout the growing season. Our study will provide essential information into sustainable practices for both urban and natural environments by identifying drought-tolerant plant species that provide floral rewards during periods of water-deficit, as well as retain insect pollinators and the essential ecosystem service they provide for North-Central Texas and the Southern Great Plains.",poster,Professional Poster Session,2025,NA
189,Assessing Saprophagous Insect Community Response to Anthelmintics in Texas Grassland Ecosystems,"Abstract: Grassland ecosystems are experiencing declines in biodiversity at regional scales, prompting further study to refine local conservation and management. Saprophagous (decomposer) insects, particularly dung beetles (Coleoptera: Scarabaeidae) play an essential role in grassland ecosystem health by aiding in nutrient cycling, bioturbation, improving soil quality, and secondary seed dispersal. Conversely, these saprophagous taxa are experiencing declines in density and biodiversity across grassland ecosystems; although many factors contribute to these declines, widespread use of anthelmintics such as Ivermectin in livestock management may have negative consequences for saprophagous populations and, by extension, ecosystem processes they provide. Our study investigates the effects of Ivermectin-treated dung on saprophagous insect abundance, diversity, and activity, with particular emphasis on dung beetles. We hypothesize that Ivermectin and other anthelmintic residues in dung will reduce saprophagous abundance and alpha diversity. We will survey saprophagous insects across managed grassland settings in Erath, Somervell, and Mills counties by establishing transects lined with pitfall traps baited with dung treated with and without anthelmintics. We will collect pitfall traps after 48 hours and measure saprophagous insect abundance and richness. Furthermore, we will conduct laboratory experiments using reared dung beetle colonies and expose dung beetles to treated and untreated dung in choice and no-choice testing to assess behavior, survival, and reproduction. We seek to provide insights into the potential unintended consequences of livestock treatments on non-target species, with recommendations for conservation practices that promote sustainable regenerative grassland practices.",poster,Professional Poster Session,2025,NA
190,Experimental Approaches to Improve Survival and Conservation of Swift Fox (Vulpes velox),"Abstract: The swift fox (Vulpes velox) has been a species of conservation concern for the last 30 years across the entirety of its range. The species holds the status of S1 ‘Critically Imperiled’ in Texas where there is currently only one functional population remaining in Dallam County. As short-grass prairie specialists, swift foxes have suffered from a lack of suitable habitat as prairie is converted to cropland. Additionally, land management practices have resulted in increased vegetation height that facilitates increased predation risk from coyotes (Canis latrans), the primary cause of mortalities. We will be evaluating a novel approach to reduce coyote predation on swift foxes by deploying livestock guardian dogs (hereafter LGDs) with grazing cattle (Bos taurus) within known swift fox areas. LGDs have been used to reduce predation on livestock and recent research has demonstrated that LGDs do not negatively influence foxes. We will capture and attach GPS collars to swift foxes and coyotes in the Rita Blanca National Grasslands in the first year of the study to obtain pre-treatment spatial data. From the second year onwards, we will repeat this process and add LGDs to the landscape. We will compare pre- and post-treatment space use and changes in swift fox survival.",poster,Professional Poster Session,2025,NA
191,Habitat Preferences of Northern Bobwhite and Scaled Quail: Unraveling Nesting Site Selection in Conservation Reserve Program and Pasture Lands,"Abstract: We investigated the nesting preferences of Northern Bobwhite Quail (Colinus virginianus) and Scaled Quail (Callipepla squamata) in Conservation Reserve Program (CRP) areas and Pastures across a 4,800-acre study area, where CRPs constituted 11% (527.2 acres) and Pastures 89% (4,272.8 acres) of the total landscape. The null hypothesis was that quail do not exhibit a preference for nesting in CRPs versus Pastures, and this was tested using a Chi-Square analysis to compare observed and expected bird distributions. Results indicated a significant difference in nesting distribution (χ² = 10.21, p = 0.0014), leading us to reject the null hypothesis. Adjusting for the proportional area of CRPs and Pastures, the expected counts were recalculated based on the proportional availability of each habitat. Bobs were overrepresented in CRPs and underrepresented in Pastures, whereas Blues were underrepresented in CRPs and overrepresented in Pastures. These findings suggest that habitat preferences of quail were not solely driven by the proportional area available. Bobs exhibited a preference for nesting in CRPs despite the larger area of Pastures, whereas Blues showed a strong preference for Pastures. The results highlight the role of factors beyond area size, such as habitat quality, in determining nesting site selection. These insights have important implications for wildlife habitat management, suggesting that conservation strategies should consider the specific habitat preferences of different species, rather than solely focusing on habitat availability.",poster,Professional Poster Session,2025,NA
192,Habitat Use and Movement of Collared Peccaries Associated with the U.S.- Mexico Border Barrier System,"Abstract: The construction of border barrier systems along international boundaries may have ecological impacts on wildlife populations and their habitats. Research on species such as jaguars (Panthera onca) and ocelots (Leopardus pardalis) indicate that border barriers can restrict movement and connectivity. However, limited empirical data exist on the effects of linear barriers on mid-sized ungulates like the collared peccary (Pecari tajacu). These barriers may alter collared peccary movement and habitat selection, potentially affecting survival and connectivity. To address this knowledge gap, we will determine the effects of the United States-Mexico border barrier system on collared peccary movement patterns, home range characteristics, and habitat selection. Collared peccaries were captured at sites close to the barrier, and two individuals per squadron were fitted with GPS collars. Using GPS data, we will assess direct impacts, such as habitat loss and fragmentation caused by the physical barrier, and indirect effects that may be related to noise, artificial lighting, and human activity. Findings from this study will contribute to the growing knowledge of how large-scale infrastructure affects wildlife and transboundary connectivity. By quantifying these ecological effects, the research will offer insights into balancing infrastructure development with biodiversity conservation. Finally, results will be spatially explicit, enabling conservation practitioners and policymakers to identify and prioritize mitigation measures to reduce potential impacts on wildlife.",poster,Professional Poster Session,2025,NA
193,Monitoring Biodiversity of Pollinating Insects Along North-Central Texas Roadway,"Abstract: Monitoring Biodiversity of Pollinating Insects Along North-Central Texas Roadways. Multiple factors contribute to pollinator decline, loss of floral resources through land conversion, particularly urbanization. Where roadsides are argued as suitable habitat for pollinators. However, roadsides may also reduce pollinator diversity through low-quality floral resources, introduction of invasive flora, and reduced mortality by vehicles. Our study focused on assessing roadsides for pollinator biodiversity in North-Central Texas. We surveyed 58.1 km of U.S. Route 377 within the Erath Co., between 2020-2022. We sampled vegetation and pollinators at 1 km intervals on the side of the road every two weeks starting the second week of February and ending the second week of May, for a total of 464 points over eight collecting periods each year. We sampled between 08:00-10:30 or between temperatures of 12.8-32.2°C. Within each sampling point, we would survey vegetation along a 10-m transect and measure plant density and species richness. We sampled pollinators along the same transect with a modified leaf-vacuum for 30 seconds. We seek to record the presence, species and composition of native pollinator communities at varying traffic densities to determine changes in native pollinator diversity over time to improve conservation strategies in pollinator health under increasing urbanization in North-Central Texas",poster,Professional Poster Session,2025,NA
194,Flight Distance and Preferred Cover of Northern Bobwhite Quail and Scaled Quail,"Abstract: This study investigates the behavior of northern bobwhite quail (Colinus virginianus) and scaled quail (Callipepla squamata), focusing on their flight distances and cover preferences after being flushed by a researcher. Specifically, I hypothesize that bobwhite quail will exhibit longer flight distances than scaled quail, and that both species will prefer woody cover types over grassy cover types. Data was collected by flushing radio-collared birds and marking landing sites. Straight-line flight distances were calculated using OnX. Preliminary results from 28 flushes (14 per species) revealed no significant difference in flight distances between bobwhite (avg. 79 m) and scaled quail (avg. 99 m) (p = 0.103), supporting the null hypothesis. In terms of cover preference, bobwhite quail sought shelter in woody cover 11 of 14 times, while scaled quail did so 12 of 14 times, showing a stronger preference for woody cover than available in the environment. Bobwhite quail most commonly selected prickly pear (Opuntia spp.) (3 of 14 flushes), while scaled quail preferred honey mesquite (Prosopis glandulosa) (3 of 14 flushes). These findings offer valuable insights for wildlife management. Understanding flight distances can inform habitat planning, such as determining appropriate woody shrub densities for quail habitats. Additionally, knowledge of cover preferences can guide the selection of plant species to manage for, helping reduce predation risks and promoting quail population growth by ensuring access to suitable cover types.",poster,Professional Poster Session,2025,NA
195,Evaluating Rates of Fire Spread in Various Grass Species for Safer Texas Roadways,"Abstract: The Texas Department of Transportation (TxDOT) is mandated by the Clean Water Act to seed areas disturbed by construction activities. In an effort to be good neighbors and environmental stewards, TxDOT has made a commitment to use native grasses that will become established quickly along highways and roadsides at the completion of road construction. These grasses are important for protecting newly- constructed roadsides by holding the soil in place, particularly during rain events. Unfortunately, wildfires commonly start along roads or highways as people discard cigarettes, or pull over to the side in a disabled vehicle, etc. Our project is investigating the rates of fire spread through several grass species that TxDOT currently uses, including silver bluestem (Bothriochloa laguroides), sideoats grama (Bouteloua curtipendula), southwestern bristlegrass (Setaria scheelei), spike lovegrass (Eragrostis spicata), whiplash pappusgrass (Pappophorum vaginatum), and little bluestem (Schizachyrium scoparium). We are burning 0.10-acre monoculture plots of various grass species with HOBO dataloggers placed at 5-m intervals throughout the plot to record fire temperature and rates of spread. Our results will help TxDOT choose species that may slow the spread of unintended fires, helping firefighters control roadside wildfires more quickly and keep drivers safe from smoke-related accidents.",poster,Professional Poster Session,2025,NA
196,Quantifying the Spatial Distribution of Macartney Rose Using Very Fine-scale Imagery,"Abstract: Invasive plants can rapidly dominate a landscape and homogenize plant communities by displacing native species. One invasive species affecting Southeast Texas rangelands is Macartney Rose (Rosa bracteata J.C. Wendl.). There is an increasing need for controlling this species to increase space and resources for ranching operations. It is essential to quantify the extent of an invasion when implementing control techniques. Drone imagery enables efficient data collection by increasing sampling coverage and reducing labor requirements. The objective of this study is to quantify the spatial distribution of Macartney rose using an image classification applied to high-resolution imagery on a cattle ranch in Northwest Harris County, Texas. We applied a supervised image classification technique to 1.3 cm resolution RGB drone imagery to separate Macartney rose individuals from other vegetation and land cover types. Ground-verification points of the cover type present are used to assess the accuracy of the classification. The class and patch level data from the classifications is used to compute metrics that quantify the distribution of the Macartney rose. We expect to achieve an overall accuracy greater than 75%, and a Macartney rose classification accuracy greater than 85% towards generating accurate estimates of the spatial extent of Macartney rose invasion at our study area. We also expect to see differences in patch metrics for Macartney rose across the pasture due to variation in cover concentrations. These results offer methods for quantifying invasive woody species which can improve our ability to implement control techniques, monitor stands, and understand species behavior.",poster,Professional Poster Session,2025,NA
197,Evaluating Field-based Learning and its Role on the Expressions of Self- identified Wildlife Value Orientation During a Natural Resource Management Degree Curriculum,"Abstract: Education, specifically applied and experiential learning, has been proven to contribute to the adoption of pro-environmental behaviors. However, limited research evaluates the connection between applied learning and its impact on the expression of wildlife value orientations (WVOs). WVOs have been used to predict people’s attitudes and behaviors in relation to environmental management and perceived environmental impacts. The Cognitive Hierarchy Theory reveals that values and value orientations are expressed extensively through attitudes and behavioral intentions. Knowing this, this study aims to explore the role of an applied and experiential learning focused curriculum in promoting pro-environmental attitudes, behavioral intentions, and ultimately, expressions of self-identified WVOs among recent college graduates and college students nearing graduation. It further aims to identify teaching methodologies that contributed to a self-identified change in expression across WVOs. To achieve this goal, data will be collected from recent graduates of the Texas A&M University Department of Rangeland, Wildlife, and Fisheries Management (RWFM) and its senior seminar course. Participants will complete a three part quantitative survey by rating statements on a Likert scale, recalling how they felt before enrolling in RWFM, and how they feel upon the program’s completion. Consenting participants will expand upon their responses in a follow-up qualitative interview, which will allow for participants to identify in-depth the reasoning behind self-identified changes. We hypothesize that students will identify experiential learning and applied activities as the most influential in developing pro- environmental attitudes, and shifts in behavioral intentions and expressions of self- identified WVOs.",poster,Professional Poster Session,2025,NA
198,An Experimental Test of Delayed Plumage Maturation Hypothesis in Painted Buntings,"Abstract: Painted Buntings, Passerina ciris, display delayed plumage maturation, wherein young males retain green plumage, almost identical in appearance to the plumage of juveniles and females, despite being capable of reproduction. The primary driver of delayed plumage maturation is unknown, though previously believed to be the result of a molt constraint. To experimentally test hypotheses related to delayed plumage maturation, we first captured adult and juvenal males using mist nets. These males were color-banded for individual identification. Experimental males were then temporarily put in a cage and placed within an established, adult male’s territory. We used playback to call in focal males, and quantified the aggression of the focal male to the caged, experimental male during a 10-minute observation period. We tallied the number of songs, calls, approaches, wing quivers and “attacks” of the responding male. Attacks were defined as a territorial male landing on or flying within 0.5 m of the simulated intruder cage. We found territorial males were significantly more likely to attack adult males than juvenal males, as no juvenal males were attacked in trials (p= 0.007, n=23). Interestingly, the rate of singing for focal males did not vary by age class. Additionally, these experiments yielded interesting anecdotal results, with territorial males occasionally displaying towards juvenal males as if they were females. A future study is planned to implement trials comparing the response of territorial males to the simulation of intruding females and young males.",poster,Professional Poster Session,2025,NA
199,Cackling Geese Selection of Roost Sites during the Non-Breeding Period,"Abstract: The selection of roost sites is of great ecological importance during the non- breeding period of waterfowl. Roost sites provide safety from predators and are within energetically appropriate distance from forage. The Cackling goose (Branta hutchinsii) is gregarious during the nonbreeding period, roosting in large flocks in open water bodies at night and traveling to surrounding land during the day to feed. The primary objective of this study is to determine roost site selection and the environmental factors that drive roost site choice. We deployed GPS telemetry collars on female cackling geese wintering in the southern Great Plains region (Colorado, Kansas, New Mexico, Oklahoma, and Texas) of the USA. After nocturnal locations of geese are used to determine roost sites, we will measure the longest distance traveled to foraging sites by each individual. We will use the longest average distance across individuals as a radius to delineate landscapes around roost sites and extract biologically meaningful landscape metrics using Fragstats. We will randomly identify 50 wetlands of similar type within each state and apply the radius to delineate same-sized landscapes. Using logistic regression, we will compare metrics between random and used landscapes to understand drivers of selection. By understanding the environmental factors which drive roost site selection, this research will help identify priority areas for nonbreeding habitat management of cackling geese wintering in the southern Great Plains.",poster,Professional Poster Session,2025,NA
200,Mule Deer in the Trans-Pecos: How Habitat Selection Affects Survivability and the Effectiveness of Brush Management in Improving Mule Deer Habitat,"Abstract: Mule Deer (Odocoileus hemionus) are a species of management concern in Texas because of their economic importance, and declining populations. While many factors may contribute to population declines, brush encroachment degrades mule deer habitat quality throughout their range. I will study the influences of brush encroachment on habitat selection within a population of mule deer in the Trans-Pecos region of Texas and the consequences of that selection for individual survival. From 2015 to 2019, 144 mule deer were translocated to Black Gap Wildlife Management Area (BGWMA), with 67 animals fitted with GPS collars, and a capture at BGWMA in 2023, with 29 animals fitted with GPS collars. I will be using Integrated Step Selection Analysis (iSSA) as the framework to analyze the GPS data, incorporating elevation, slope, TPI (topographic position index), and TRI (terrain ruggedness index), derived from a 30-m digital elevation model, and brush density. To estimate brush density, I will use a novel approach combining field vegetation data, rasters of the modified soil adjusted vegetation index (MSAVI), and Functional Principal Component Analysis (fPCA) to relate vegetation dynamics to brush canopy cover. I hypothesize mule deer will select for low to intermediate levels of brush cover and that deer selecting for sub-optimal levels of brush cover will experience greater mortality. If so, higher populations of mule deer could be maintained with lower brush density and adequate plant species composition. This framework could then be used to monitor mule deer habitat quality via satellite, facilitating mule deer habitat improvements.",poster,Professional Poster Session,2025,NA
201,Transboundary Occupancy of the American Black Bears: Implications for Metapopulation Dynamics between the US and Mexico,"Abstract: An increase in border infrastructure in Texas, and elsewhere in the world, has been documented to increase habitat fragmentation, decrease population connectivity, and gene flow in transboundary wildlife populations, especially affecting large ranging carnivore species. Since the first resident population of the American black bear (Ursus americanus) returned to Big Bend National Park, Texas in 1988, their range has slowly expanded over the last four decades. This has coincided with an increase in border infrastructure development along the US-Mexico border. Of the 254 counties in Texas, 36 counties have had credible black bear sightings, six of which being noted as having established breeding populations. The bears in these six southwest Texas counties, are a part of the greater Southwest (Southwest Texas and Northern Mexico) black bear metapopulation and are supplemented by bears moving northward through the Chihuahuan desert and sky island archipelago landscape across the Texas-Mexico border. Estimating black bear occupancy will inform metapopulation dynamics and will help managers prioritize movement corridors for long term population sustainability. We will deploy 50 trail cameras in a randomized camera occupancy grid design, buffered at 4, 8, and 12km distances from the Rio Grande River, across Val Verde, Kinney, and Maverick counties. Each randomly selected grid, evenly split between all buffers, will host a camera to estimate current black bear occupancy and identify potential corridors of transboundary movement that might be affected by current and future border infrastructure and activity.",poster,Professional Poster Session,2025,NA
202,An Introduction to Environmental Consulting,"Abstract: Gather insight into the world of environmental consulting and the opportunities available in the field. Environmental consultants work with a variety of developers and government agencies to help them understand potential impacts and level of impacts to wildlife species. Some of the key responsibilities they undertake include wildlife research and monitoring, environmental permitting, statistics and biometrics, technology, vegetation & reclamation, and wetlands and water. Consulting for renewable energy such as wind and solar developments can include initial resource evaluation, analysis of environmental issues, permitting and construction planning, and operation and post-construction monitoring. Knowledge of laws, regulations, and guidelines for developments all play a role in successful wildlife consulting. Permits often require studies that must begin well before permit applications are submitted. Knowledge and skills as biologists, mammologists, and ecologists can be utilized to help developers to minimize and mitigate potential impacts to species. To understand what species may be impacted by a proposed project, consultants use a variety of tools including government websites, state agency sites, natural history databases, books and field guides, citizen-science databases, spatial databases and more. The field of wildlife consulting holds a variety of potential career paths including wildlife biologist, GIS specialist, species expert, and statistician. Developing your skills and gaining experience through field work, writing, joining working groups, volunteering, and contributing to citizen science are some of the steps that can lead to a job in consulting .",poster,Professional Poster Session,2025,NA
203,Determining Optimal Segmentation Parameters for Object-based Classification of Woody Species Using Fine-scale Resolution,"Abstract: Macartney rose (Rosa bracteata J.C. Wendl.) is an invasive evergreen woody species that poses a significant threat to the biodiversity of Texas rangelands. Remote sensing technology, including drones and the National Agriculture Imagery Program (NAIP), offers a unique approach in detecting this species. Segmentation is a novel approach to supervised classification of land cover. Image segmentation groups neighboring pixels that share similar characteristics in shape, texture, and color. However, there is very little information on how to use segmentation to classify Macartney rose. We have observed a high degree of variance in previous studies for spectral resolution, spatial resolution, and the minimum segment size. Therefore, our objective is to select different segmentation sizes to optimize classification of Macartney rose with two remote sensing platforms: Drone-acquired and NAIP imagery. To achieve this goal, we classified Macartney Rose into groups depending on the number of pixels within a motte. Mottes that are <5 m2 in area are classified as small, >5-20 m2 are classified as medium, and >20 m2 are classified as large. These mottes are then classified using a range of segmentation settings. Once classified, accuracy assessments were conducted using a confusion matrix. These results will improve the methodologies for segmentation by providing a range of settings according to the size of the patches to be identified and improve overall classification of patches of Macartney rose in pastures affected by this invasive species. With improved vegetation monitoring techniques, we can more effectively address habitat concerns.",poster,Professional Poster Session,2025,NA
